id,texto
834,"En base a la reiteración de la pregunta 1678 del Tomo XV de la Adenda, se reitera la pregunta 1680 del mismo tomo y se solicita al Titular mantener actualizada la planilla presentada en el Anexo 2-18.E de la Adenda, relacionada con la localización de los cercos móviles para el cumplimiento del CAV C-GHPPI-AT-1 “Instalación de sistema de cercos móviles en frentes de trabajos”, en caso de corresponder. Respuesta:
El Titular acoge lo solicitado por la Autoridad presentando en el Anexo 2-16.D de la presente Adenda Complementaria, , en el cual se detalla el CAV “Instalación de sistema de cercos móviles en frentes de trabajo” considerando a la Región de Atacama y Región de Coquimbo, incluyendo información tal como: sigla identificatoria, nombre del CAV, localidad, sector, comuna, región, Comunidades beneficiarias y las respectivas coordenadas del lugar en donde se implementará, así como su representación cartográfica en archivo KMZ."
835,"En base a la reiteración de la pregunta 1442 del Tomo VII de la Adenda, se reitera la pregunta 1681 del Tomo XV de la Adenda y se solicita al Titular volver a evaluar la pertinencia de considerar las helipistas y rutas de vuelo, considerando la ampliación de información solicitada, para el establecimiento de compromisos ambientales voluntarios en caso de determinarse la ocurrencia de impactos no significativos. Respuesta:
El Titular acoge lo solicitado por la Autoridad y se ha complementado la información presentada en las observaciones 1442 y 1681 de la Adenda, en conjunto con información actualizada en el marco de la presente Adenda Complementaria sobre las helipistas, rutas de vuelo y las respectivas interacciones con los GHPPI que forman parte del Área de Influencia del Proyecto.
En primer lugar, en la presente Adenda Complementaria, de acuerdo al Layout actualizado de Proyecto, cabe precisar que se eliminaron las helipistas HP-7 y HP-13, por lo tanto, se contempla un total de 18 helipistas. El detalle correspondiente al emplazamiento de estas helipistas y sus trayectorias de vuelo se encuentra disponible en el Anexo 1-2. Actualización Layout de Proyecto de la presente Adenda Complementaria.
Conforme al análisis actualizado en la presente Adenda Complementaria, y a partir de la incorporación de nuevos GHPPI en el Área de Influencia Medio Humano, a continuación, se presenta la información actualizada respecto de los sitios asociados a actividades productivas que presentan superposición o proximidad a helipistas y/o rutas de vuelo:
Tabla 1. Helipistas, rutas de vuelo de helicópteros y usos ganaderos de GHPPI
Fuente: Elaboración propia.
Lo anterior es respaldado con un análisis cartográfico que da cuenta de las zonas de emplazamiento de las 18 helipistas contempladas en el layout del Proyecto, junto con las trayectorias de vuelo correspondientes y las zonas productivas de los GHPPI en eventual proximidad a las mismas, lo que se encuentra detallado en las figuras presentadas en la observación N° 642 de la presente Adenda Complementaria.
A partir del análisis realizado, se identifican tres  zonas de superposición. La primera, entre el polígono reportado como zona de invernada por el GHPPI Asociación Indígena Reencuentro Ancestral Colla y el área del Proyecto. Este impacto ha sido evaluado como GHPPI-AT-23: “Afectación temporal a las prácticas culturales y a las actividades económicas de la Asociación Indígena Reencuentro Ancestral Colla por la intervención de área de invernada”, detallando que la intervención corresponde a un uso puntual y acotado en el tiempo de una helipista y rutas de vuelo durante 36 días de construcción, distribuidos según diferentes pulsos constructivos, necesarios para la construcción de esta torre en esa área (T-1285). Además, aunque el GHPPI reporta una amplia superficie de invernada (169.372 hectáreas), la helipista y las rutas de vuelo se emplazan sobre sectores cerrados y vías públicas (carretera C-35), por donde no transita el ganado. Conforme lo anterior,  este impacto fue calificado como negativo no significativo, y por lo tanto se descarta que se genere una alteración en los términos de la letra a) del Artículo 7 del RSEIA, de acuerdo con lo analizado en el Anexo 3-2 de la Adenda y el Anexo 3-2 de la presente Adenda Complementaria.
La segunda zona de superposición corresponde al Área de pastoreo identificada por el GHPPI Comunidad Indígena Diaguita El Molle, Las Punillas. Esta interacción ha sido debidamente evaluada en el Anexo 3-2 Actualización Evaluación de Impactos Región de Coquimbo de la presente Adenda Complementaria. Al respecto, se ha identificado el impacto “C-GHPPI-AT-24: Alteración temporal de área de pastoreo de GHPPI CID El Molle, Las Punillas”, el que describe la alteración del área de pastoreo identificada por obras y partes de LTE, lo que incluye las interacciones relativas al emplazamiento de la helipista HP_2 y las trayectorias de vuelo asociadas. El impacto se califica como no significativo, ya que la intervención será temporal, reversible en el corto plazo y afecta una superficie reducida respecto al total del área de pastoreo (0,026%).
La tercera zona de superposición corresponde al área de Invernada y los sitios de significación cultural Cerro Trincaco y Agua Santa. Esta interacción ha sido debidamente evaluada en el Anexo 3-3 Actualización Evaluación de Impactos Región Metropolitana de la presente Adenda Complementaria. Al respecto, se ha identificado el impacto “C-GHPPI-RM-3: Afectación temporal al acceso a sitio de significancia cultural (Cerro Trincaco) de la Asociación Indígena We Rayen Lof”, el que identifica la potencial afectación al sector dada por la intersección de rutas de vuelo de helicópteros y la proximidad de las actividades constructivas de LTE, lo que podría alterar temporalmente el acceso al sitio. Sin embargo, dado que las rutas de acceso no serán intervenidas, el impacto tiene una intensidad baja, es reversible en el corto plazo, se califica como Negativo No Significativo.
Finalmente, asociado a los impactos mencionados, se destaca que en el Anexo 9 de la Adenda y de la presente Adenda Complementaria, se presenta la Actualización de Compromisos Ambientales Voluntarios, particularmente el CAV-GHPPI-AT-1 de “Instalación de sistema de cercos móviles en frentes de trabajo”, cuyo objetivo es utilizar cercos móviles para que actúen de barreras que impidan el acceso de animales a las áreas de excavaciones del Proyecto a fin de evitar caídas de ganado, contemplando tanto el territorio de la Asociación Indígena Reencuentro Ancestral Colla como el área de Pastoreo de la Comunidad Indígena Diaguita El Molle, Las Punillas. Adicionalmente, dado el carácter asociado a la realización de ceremonias y actividades tradicionales, para el caso de la Asociación Indígena We Rayen Lof, se presenta el compromiso ambiental voluntario “C-GHPPI-01: Coordinación y suspensión de actividades constructivas del Proyecto en fechas de festividades de GHPPI”, que busca coordinar previamente la suspensión de acciones constructivas en los días en que se realicen ceremonias y/o actividades tradicionales en el sector, con el fin de evitar su molestia o perturbación por obras o acciones asociadas al Proyecto."
836,"A raíz de lo solicitado en las reiteraciones de las preguntas 460 del Tomo III.B y 1339 del Tomo VI de la Adenda, se solicita al Titular evaluar proponer un CAV, en donde quede de manifiesto lo indicado en la Evaluación de Impactos de la Región de Coquimbo (Anexo 3-3 de la Adenda) en donde, para la evaluación del impacto C- GHPPI-CO-1 “Alteración temporal de las prácticas culturales de la Comunidad Indígena Lov Mapuche Pikunche Mañke asociadas al Cerro La Gollita”, indica que para evitar que las acciones constructivas del Proyecto puedan alterar el sector y con ello, las prácticas culturales de la Comunidad Indígena Lof Mapuche Pikunche Mañke, “las acciones constructivas del Proyecto no serán desarrolladas durante el mes de febrero, considerando así la no afectación de la actividad ritual de la Comunidad”. Respuesta:
El Titular aclara que todas las acciones constructivas del Proyecto que puedan afectar alguna de las prácticas culturales de los GHPPI serán coordinadas en conjunto con cada GHPPI, para lo cual se ha establecido el CAV denominado “C-GHPPI-01: Coordinación y suspensión de actividades constructivas del Proyecto en fechas de festividades de GHPPI”, cuyo objetivo corresponde a “No intervenir con el normal desarrollo de festividades GHPPI durante la fase de construcción del Proyecto”, el cual considera dentro de los impactos ambientales asociados el individualizado como “C-GHPPI-CO-1: Alteración temporal de las prácticas culturales de la Comunidad Indígena Lov Mapuche Pikunche Mañke asociadas al Cerro La Gollita”.
De este modo, en consideración de las actividades de la Comunidad Indígena Lov Mapuche Pikunche Mañke, se debe tener en cuenta que para la implementación del compromiso se considerarán tres fases:
Coordinación inicial: Presentación inicial del CAV a cada GHPPI, quienes deberán entregar un calendario con los días y las actividades a realizar en los sitios ceremoniales identificados. Definición de un representante por cada GHPPI para coordinación directa.
Coordinación de actividades: Un mes antes de cada actividad, el Titular se pondrá en contacto con el representante de cada GHPPI respectivo, para confirmar la ejecución de la misma, el sitio y coordinar la restricción o adaptación de la circulación de vehículos o actividades de construcción en caso de ser necesario.
Confirmación y seguimiento: Una vez realizada la actividad el Titular enviará un verificador (carta o correo electrónico) al representante de cada GHPPI indicando el detalle de las acciones tomadas.
Por lo tanto, en consideración de lo observado por la Autoridad, la restricción de actividades señaladas para el mes de febrero, orientadas a la no intervención de práctica cultural del GHPPI de interés, quedará incorporada al calendario de actividades que se formalizará con dicho GHPPI para dar cumplimiento al CAV “C-GHPPI-01: Coordinación y suspensión de actividades constructivas del Proyecto en fechas de festividades de GHPPI”."
837,"Respecto al compromiso voluntario: C-CAV-MH-1: Plan de Relacionamiento Comunitario Permanente. Se identifican oportunidades de mejora para fortalecer su diseño e implementación considerando lo siguiente: Se sugiere precisar la, periodicidad con la que se dará a conocer el medio de comunicación, dado que actualmente solo se mencionan actividades para su definición, pero no para su difusión. Por otro lado, se recomienda proponer indicadores y metas de eficacia para la actividad de difusión, con el fin de acreditar que la comunidad efectivamente conocerá y podrá utilizar dicho medio.
Se sugiere establecer una alternativa adicional al libro de reclamos que garantice la accesibilidad de los grupos humanos potencialmente afectados, considerando sus características específicas. Además, este mecanismo deberá contar con un sistema de retroalimentación que permita validar o refutar la respuesta entregada por el Titular. En caso de no llegar a un consenso, se deberá definir el curso de acción a seguir. Finalmente, las respuestas a las reclamaciones deberán ser oportunas; para ello, se sugiere un plazo máximo de 10 días hábiles.
Se sugiere establecer indicadores y metas que permitan evaluar el grado de cumplimiento del objetivo de cada actividad y no solo su ejecución. Por ejemplo, en lugar de solo señalar que se difundirá información, se deberá indicar cuántas personas del universo objetivo efectivamente recibieron y comprendieron dicha información. Esto permitirá medir el impacto real de las acciones implementadas y realizar ajustes según los resultados obtenidos.
Se sugiere extender el compromiso durante el primer año de la fase de operación y, posteriormente, evaluar su continuidad en función del nivel de comunicación y la cantidad de reclamos recibidos.
Respuesta:
Sobre elel Compromiso Ambiental Voluntario CAV-MH: Plan de Relacionamiento Comunitario Permanente mencionado por la Autoridad, el Titular señala que, en el marco de la presente Adenda Complementaria, dicho compromiso ha sido actualizadoque, en el marco de la presente Adenda Complementaria, dicho compromiso ha sido actualizado, presentando una nueva versión en el Anexo 9- Compromisos Ambientales Voluntarios del mencionado documento. , presentando una nueva versión en el Anexo 9- Compromisos Ambientales Voluntarios del mencionado documento.
Entre las actualizaciones presentadas, se Entre las actualizaciones presentadas, se indica que se han indica que se han incorporado dos compromisos diferenciados para atender, por un lado, a  dos compromisos diferenciados para atender, por un lado, a los Grupos Humanos pertenecientes al Árealos Grupos Humanos pertenecientes al Área de Influencia Medio Humano y, por otro, a las comunidades, asociaciones u otras organizaciones de Grupos Humanos Pertenecientes a Pueblos Indígenas.  de Influencia Medio Humano y, por otro, a las comunidades, asociaciones u otras organizaciones de Grupos Humanos Pertenecientes a Pueblos Indígenas.
Respecto a la extensión del presente CAV al primer año de la fase de operación, el Titular señala que efectivamente habrá un periodo transición entre el término de la fase de construcción y la entrada en operación del Proyecto, durante el cual se mantendrá el relacionamiento señalado.
Conforme a lo anteriorConforme a lo anterior, a continuación, se adjuntann los Compromisos Ambientales Voluntarios actualizados en el los Compromisos Ambientales Voluntarios actualizados en el Anexo 9 de la presente Adenda Complementaria: :
Tabla 22. C-CAV-MH-1: Plan de Relacionamiento Comunitario Permanente
Fuente: Elaboración propia.Fuente: Elaboración propia.
Tabla Tabla 3. C-GHPPI-02: Plan de Relacionamiento Comunitario Permanente – GHPPI3. C-GHPPI-02: Plan de Relacionamiento Comunitario Permanente – GHPPI
Fuente: Elaboración propia.Fuente: Elaboración propia."
838,"Se sugiere al Titular considerar para la respuesta de la presente adenda, presentar un consolidado con toda la información geoespacial del proyecto en formato shape y kmz, con el fin de contar con los datos necesarios que permitan simplificar la visualización territorial del mismo. Respuesta:
XXXX
CEM"
839,"Considerando que en el Anexo 2-4.D “Actualización Cálculo CEM en la Línea” de la Adenda, se acredita el documento denominado “Informe experto Evidencia actualizada de los riesgos para la salud de la población debido a la exposición a los campos electromagnéticos”, resulta necesario aclarar que la determinación de la significancia de los impactos ambientales de un Proyecto, que pueden implicar un riesgo para la salud de la población según lo establecido en el art. 11 literal a. de la Ley 19.300, debe realizarse por medio de lo estipulado en el art. 5 del Reglamento del SEIA. En dicho contexto, esta evaluación debe sustentarse en los valores máximos, concentraciones, periodos u otros descriptores contenidos en normas ambientales de calidad primaria o de emisión vigentes, o en caso de no existir una regulación nacional, en normas o estándares de referencia que impongan restricciones al contaminante analizado, con la finalidad de proteger la vida o la salud de la población. Lo anterior, en concordancia con lo señalado en el numeral 3.2 de la Guía para la Evaluación Ambiental del Riesgo para la Salud de la Población (segunda edición).
De esta forma, el análisis de la evidencia científica disponible sobre los efectos de los campos electromagnéticos en la salud humana para descartar la generación de riesgo para la salud de la población, es una materia que no corresponde incorporar en la evaluación de impacto ambiental de este Proyecto, toda vez que existen estándares internacionales que recomiendan límites de exposición ambiental a las emisiones campos electromagnéticos, que se resumen en la Tabla 2 del documento técnico Evaluación de Impactos por Radiación Electromagnética en Proyectos de Transmisión Eléctrica del SEA, los que además, han sido utilizados por el proponente para estos efectos, según se detalla en el numeral 5 y Tablas 19 y 20 del Anexo 2-4.A de la Adenda.
De acuerdo a lo anterior, se solicita que la información contenida en el citado Anexo 2-4.D de la adenda, no sea incluida en la evaluación del Proyecto, y que la evaluación se efectúe de conformidad con establecido en el artículo 5° del Reglamento del SEIA.
Respuesta:
En relación con lo solicitado por la Autoridad, el Titular aclara que el Informe Experto Evidencia actualizada de los riesgos para la salud de la población debido a la exposición a los campos electromagnéticos, presentado en el Anexo 2-4.D de la Adenda, no ha sido utilizado para descartar impactos significativos del artículo 5 del Reglamento del SEIA. Su propósito consistió en aclarar algunas dudas que ha presentado la ciudadanía durante los procesos de Participación Ciudadana.
El descarte de impactos relacionados al riesgo para la salud de la población producto de las emisiones de campos electromagnéticos del Proyecto, se analizó conforme a lo establecido en el artículo 5°, en relación al artículo 11, ambos del Reglamento del SEIA, utilizando estándares internacionales que recomiendan límites de exposición ambiental a las emisiones de campos electromagnéticos, toda vez que no existe normativa nacional sobre esta materia.
Considerando lo anterior, para efectos de la evaluación del presente Proyecto, se ha revisado la normativa internacional existente, seleccionándose como normativa de referencia la proveniente de la República Federativa de Brasil, correspondiente a la Resolución Normativa ANEEL N° 915 del 23 de febrero de 2021, de la Agencia Nacional de Energía Eléctrica dependiente del Ministerio de Minas y Energía, publicada en Diario Oficial con fecha 1 de marzo de 2021 (en Anexo 4 se acompaña ejemplar traducido al español de la normativa citada). Lo anterior justificado en que se trata de una normativa vigente, que ha sido actualizada recientemente y que regula los límites de exposición humana a los campos eléctricos y magnéticos originados en las instalaciones de generación, transmisión y distribución de energía eléctrica, incluyendo una sección particular aplicable a proyectos de transmisión de corriente continua, que corresponde a las características de la línea de transmisión HVDC Kimal Lo Aguirre.
Adicionalmente, el Reglamento del SEIA señala que se deberá priorizar aquel Estado que posea similitud en sus componentes ambientales, con la situación nacional y/o local, destacándose que, de los estados mencionados en dicho Reglamento, Brasil corresponde al único país de América del Sur, que cuenta con una regulación específica para proyectos de corriente continua y que cumple con tener similares características socio económicas y territoriales. A mayor abundamiento, cabe señalar que Brasil es uno de los países que cuenta con los proyectos HVDC de transmisión aérea de mayor longitud y capacidad a nivel mundial, después de China, y que en países de Europa o Asia Pacífico este tipo se proyectos HVDC se implementan mayoritariamente de forma submarina para la conexión de proyectos eólicos off shore o zonas insulares. En base a lo anteriormente expresado, se ha estimado que la normativa de Brasil además de que satisface el criterio de objeto de protección en este caso salud de la población, es la que tiene mayor similitud a la situación del territorio nacional, desde el punto de vista ambiental y en relación a la actividad regulada (línea de transmisión en corriente continua).
En la Tabla 1 se muestran los valores de campo magnético y de campo eléctrico regulados por la normativa de referencia de Brasil para sistemas de transmisión en corriente continua (frecuencia 0 Hz), determinándose para población en general un límite de 118.000 µT (micro Tesla) de campo magnético o densidad de flujo magnético y 5 kV/m (kilovolt por metro) para el campo eléctrico.
Tabla 1. Niveles de referencia para campos eléctricos y magnéticos a una frecuencia de 0 (cero) Hz, conforme a la normativa Brasileña
Fuente: Tabla 2, Resolución Normativa ANEEL N° 915 del 23 de febrero de 2021.
En consecuencia y aplicando la normativa antes mencionada, el Proyecto cumple con los límites establecido en la normativa de referencia, descartándose de este modo el riesgo sobre la salud de la población en los términos del artículo 5 del Reglamento del SEIA.
Cabe indicar que el Proyecto HVDC Kimal Lo Aguirre ha sido diseñado de acuerdo a los criterios técnicos establecidos por la normativa nacional Pliego Técnico Normativo RPTD N° 07 “Franja y Distancias de Seguridad” dictado por Resolución Exenta N° 33.277, de fecha 10 de septiembre de 2020, de la Superintendencia de Electricidad y Combustibles (SEC), y modificada por Resolución Exenta N° 11.682, de fecha 07 de abril de 2022, de la Superintendencia de Electricidad y Combustibles (SEC).
Por lo tanto, de acuerdo con dichos estándares, se establecieron las restricciones para la línea de corriente continua, confirmando lo exigido en las Bases Técnicas de Licitación del Coordinador Eléctrico Nacional, considerando 5 kV/m para campo eléctrico en el límite de la franja y 25 kV/m campo eléctrico dentro de la franja, además de 100 µT para campo magnético en el límite de la franja, valores que se ajustan a la recomendación de límites para campo eléctrico y magnético establecidas por la ICNIRP, citadas en el Criterio técnico del SEA “Evaluación de impactos asociados a campos electromagnéticos en el SEIA”, como se expresa en la siguiente tabla:
Tabla 2. Recomendación de límites para campo eléctrico y magnético establecidas por la ICNIRP
Fuente: Criterio de evaluación en el SEIA: Evaluación de impactos por radiación electromagnética en proyectos de transmisión eléctrica”, tabla 1. SEA, 2023.
En vista de lo expuesto, es posible indicar que para descartar el riesgo a la salud de la población el Proyecto observará los umbrales establecidos en la norma de referencia proveniente de la República Federativa de Brasil, país listado en el artículo 11 del Reglamento del SEIA y justificada técnicamente según lo antes señalado. No obstante, el Proyecto ha incorporado en su diseño un criterio aún más conservador dado por el cumplimiento de la normativa sectorial Pliego Técnico Normativo RPTD N° 07, que se alinea a su vez con lo establecido por la ICNIRP, que en este caso corresponden a los límites de 5 kV/m (kilovolt por metro) para campo eléctrico y 100 µT (micro Tesla) de densidad de flujo magnético, valores que respecto a la normativa de referencia de Brasil son iguales para campo eléctrico e incluso más restrictivos para campo magnético. Cabe señalar que de forma precautoria se han adoptado estos valores, que son los establecidos por la ICNIRP, ya que en general estos se encuentran recogidos en la normativa internacional de referencia, tanto de la Comunidad Europea, así como también diversos países, que han adoptado valores límite para efectos de dar protección a la salud, basando sus respectivas normativas en las directrices de ICNIRP.
En relación a la evaluación de impacto, que se presenta en esta Adenda Complementaria de forma actualizada en el Anexo 3-1 al Anexo 3-5, se evaluó el impacto Generación de campos electromagnéticos en la fase de operación para todas las regiones del Proyecto (códigos de impacto O-CE-AN-1, O-CE-AT-1, O-CE-CO-1, O-CE-VA-1, O-CE-RM-1, de los anexos mencionados). En este impacto se analizó la potencial afectación de los campos electromagnéticos en viviendas y edificaciones cercanas donde puedan habitar personas. Para ello, se determinaron como receptores las viviendas y edificaciones cercanas al eje de la franja de seguridad y al perímetro de las subestaciones, totalizando 435 receptores evaluados.
En el Anexo 2-4.A de la presente Adenda Complementaria, “Actualización Resultados Modelo CEM”, el Titular presenta los resultados de la modelación de campos electromagnéticos del Proyecto, considerando en su actualización los ajustes de estructuras de la presente Adenda Complementaria, contrastando los valores obtenidos de campo eléctrico y campo magnético, para cada uno de los receptores, con los límites recomendados por la normativa internacional de referencia brasileña.
Conforme a los resultados obtenidos, en todos los receptores evaluados el campo eléctrico y el campo magnético no superan los valores establecidos, incluso se encuentran muy por debajo de los valores máximos recomendados por la normativa internacional de referencia, con la mayoría de los valores cercanos a 0 dependiendo del receptor (ver Anexo 2-4.A de esta Adenda Complementaria), por lo que se descarta la generación de riesgo a la salud de la población producto de la generación de campos electromagnéticos en los términos del artículo 5 del Reglamento del SEIA.
En conclusión, se ratifica que para efectos de la evaluación, no se ha utilizado el documento Informe Experto Evidencia actualizada de los riesgos para la salud de la población debido a la exposición a los campos electromagnéticos, presentado en el Anexo 2-4.D de la Adenda. En efecto, este ha sido acompañado para aclarar algunas dudas que ha presentado la ciudadanía durante los procesos de Participación Ciudadana, sin embargo, el descarte del riesgo a la salud de la población por Campos Electromagnéticos (impactos codificados como; O-CE-AN-1, O-CE-AT-1, O-CE-CO-1, O-CE-VA-1, O-CE-RM-1, Anexo 3-1 al Anexo 3-5 de la Adenda Complementaria) se analizó conforme a lo establecido en el artículo 5°, en relación al artículo 11, ambos del Reglamento del SEIA, que señala que a falta de normas primarias de calidad ambiental o de emisión vigentes, se utilizarán normas o estándares de referencia, escogiéndose y justificándose en este caso particular la normativa de Brasil como referencia.
Vialidad"
840,"Respecto a la actualización del área de influencia del componente vialidad del Proyecto, se tiene las siguientes consideraciones: El Titular deberá dar total cumplimiento a los flujos vehiculares establecidos en las Tablas N° 5-1, 5-2, 5-3, 5-4, 5-5, 5-6 y 5-7 del estudio de movilidad (Anexo 2-16l de la Adenda).
En caso de que se requiera aumentar el flujo vehicular o modificar las dimensiones de los vehículos utilizados por el Proyecto, se deberá presentar un estudio de movilidad a la Secretaría Regional Ministerial de Transporte para su evaluación. Este estudio tendrá como objetivo descartar que el aumento de flujos no impacte los tiempos de desplazamiento del Sistema de Movilidad Local definido en el área de influencia del Medio Humano.
Se debe considerar el ingreso y permanencia de vehículos al interior del Proyecto, tanto para vehículos mayores como para menores. No se permite utilizar el Bien Nacional de Uso Público como estacionamiento. Lo anterior, se establece para todas las fases del Proyecto.
No se debe realizar acopio de materiales en la vía pública durante los trabajos realizados en la fase de construcción del Proyecto.
Para la fase de construcción, se deberá realizar una planificación de la carga y descarga de los camiones, evitando congestión o filas de vehículos en la calzada. En este sentido, el Titular debe generar un plan de gestión de tránsito vehicular en los accesos del Proyecto para evitar afectaciones a los tiempos de desplazamiento de los usuarios de las vías circundantes.
El Titular deberá mantener un registro permanente de la entrada y salida de camiones del Proyecto en todas sus etapas.
Los camiones de transporte utilizados deberán contar con revisión técnica y de gases al día.
El acceso deberá contar con las aprobaciones sectoriales correspondientes y se deberá mantener en buenas condiciones para el tránsito adecuado de vehículos y peatones.
Todo el transporte de maquinaria pesada hacia la obra, tales como rodillos y retroexcavadoras, deberá ser realizada en carros de arrastre, impidiendo su transporte por tracción propia.
Se debe privilegiar el horario fuera de horas punta para las faenas de carga y descarga de camiones.
Se debe capacitar a los trabajadores involucrados en materias de señalización de tránsito de obras provisorias.
Se debe cumplir el Decreto Supremo Nº 75 de 1987 Ministerio de Transportes que establece que los vehículos que transporten desperdicios, arena, tierra, ripio u otros materiales, ya sean sólidos o líquidos, que puedan escurrirse o caer al suelo, estarán construidos de forma que ello no ocurra por causa alguna. En zonas urbanas, el transporte de material que produzca polvo, tales como escombros, cemento, yeso, etc deberá efectuarse siempre cubriendo total y eficazmente los materiales con lonas de plásticos de dimensiones adecuadas, u otro sistema que impida su dispersión al aire.
Se deberá dar cumplimiento al Decreto Nº 18 de 2001 y sus modificaciones del Ministerio de Transportes y Telecomunicaciones, el cual regula la circulación de vehículos de carga por las vías al interior del Anillo Américo Vespucio.
En relación con las obras que se realicen en la vía pública, se debe considerar lo dispuesto en Capítulo Nº 5 ""Señalización Transitoria y Medidas de Seguridad para Trabajos en la Vía"" del Manual de Señalización de Tránsito y sus anexos.
Respuesta:
El Titular aclara que, en caso de existir modificaciones al Proyecto que puedan involucrar ajustes en los flujos vehiculares o dimensiones de los vehículos, se dará cumplimiento a la normativa vigente, respecto de evaluar si estos corresponden a cambios de consideración que deban ser presentados a la Autoridad.
Por otra parte, se confirma que el Titular dará cumplimiento a lo indicado referente a la normativa vigente asociada al transporte, durante todas las fases del Proyecto, según corresponda."
841,"Se informa al Titular que, relacionado a lo indicado en la respuesta 1688 del Tomo XVI de la Adenda, se hace presente que actualmente la Dirección de Concesiones del Ministerio de Obras Públicas está desarrollando el proyecto de infraestructura vial concesionada denominado “Concesión Orbital Norponiente”, cuyo llamado a licitación está programado para el cuarto trimestre de 2025. En este contexto, tras analizar la relación entre ambos proyectos, se han identificado interferencias específicas en los puntos correspondientes a las torres T-2653 y T- 2661. Por lo anterior, se solicita al Titular realizar un análisis exhaustivo de estas interferencias, considerando los posibles impactos en el diseño, construcción y operación de ambos proyectos, e incorporar las medidas necesarias para resolver o mitigar dichos conflictos en las áreas afectadas.
Respuesta:
El Titular acoge lo solicitado y señala que, para abordar el análisis de ambos proyectos, dado que se trata de una licitación para la “Concesión Orbital Norponiente” que aún no se encuentra publicada, se realizaron dos reuniones con la División de Desarrollo y Licitación de Proyectos de la Dirección General de Concesiones de Obras Públicas (audiencias código AM014AW1826485 de fecha 16 de mayo de 2025 y AM014AW1847234 de fecha 06 de junio de 2025), en las cuales se verificó que no existe interferencia entre las torres proyectadas y el trazado de la infraestructura vial. Adicionalmente, tal como se señaló en respuesta a observación N° 1688 del Tomo XVI de la Adenda, se contará con toda la documentación requerida por la Dirección General de Concesiones para la coordinación de la ejecución de ambos proyectos."
842,"Se hace presente al Titular que, si bien el Proyecto en evaluación no interfiere con la operatividad de la infraestructura aeroportuaria, tanto en su configuración actual como en las proyecciones futuras, resulta importante gestionar el Certificado de Edificaciones Cercanas a Aeródromos ante la Dirección General de Aeronáutica Civil (DGAC), dado el alcance del Proyecto y la variabilidad en la proximidad con las instalaciones aeronáuticas a lo largo de su trazado. Respuesta:
Si bien el Proyecto no interfiere con la operatividad de la infraestructura aeroportuaria, el Titular gestionó en esta instancia de evaluación, el “Certificado de Edificaciones Cercanas a Aeródromos” ante la Dirección General de Aeronáutica Civil (DGAC), el cual se encuentra en el Anexo 1-7 de la presente Adenda Complementaria, con N° Solicitud: 41849 y emitido por la DGAC el 12/02/25 con código C.A.T.E. N° 322 / 98-0-2025, en el cual se señala que el proyecto “Línea de Transmisión Eléctrica HVDC Kimal - Lo Aguirre”, no representa impedimento de tipo aeronáutico en el lugar donde se construirán las torres más próximas a instalaciones aeronáuticas, que corresponde únicamente al Aeropuerto Internacional Comodoro Arturo Merino Benítez, en la Región Metropolitana, lo cual se detalla en el certificado mencionado.
Residuos"
843,"Considerando que en las Tablas 56 del Tomo I y 23 del Tomo IV de la Adenda, el Titular declara que los residuos no peligrosos que se generarán en la fase de operación “serán recolectados por el contratista a cargo del mantenimiento de las obras para ser almacenados y dispuestos en conformidad con lo establecido por la legislación aplicable”, se reitera que la normativa sectorial establece que el transporte de residuos industriales no peligrosos debe efectuarse a través de empresas que cuenten con una autorización sanitaria vigente. Por ello, estas empresas contratistas solo podrán transportar estos residuos a las instalaciones de valorización o eliminación, si cuentan con la respectiva autorización, lo que debe ser verificado por el Titular previo a que se ejecute el movimiento, manteniendo registro permanente y disponible en caso de fiscalización de la autoridad competente. Respuesta:
El Titular aclara que los residuos a generar en las actividades de mantenimiento durante la fase de operación serán acopiados durante el día en contenedores portátiles, dispuestos en los lugares de trabajo (o en vehículos de apoyo), y retirados al término de cada jornada por un transportista que cuente con autorizaciones sanitarias pertinentes para su traslado a instalaciones autorizadas para su disposición final. Lo anterior se verificará manteniendo un registro de los contratistas que ejecutan esta actividad, en el cual se verifique la autorización respectiva y el destino final de los residuos (valorización o eliminación).
PAS 140"
